author,comment,publishedTimeText,replyCount,voteCount,comment_after_cleansing,cluster,label
@beritaviral-m2j,Ini hanya teori saja 😂,7 months ago,0,1,teori,4,Promosi Judi
@MichaelSibarani-z1o,"Saya sambil kuliah sudah berbisnis, saya tekuni dari semester 5 sampai semester 9 (wisuda). Saya membuka angkringan di trotoar dengan motor, dan itu sangat membantu keseharian saya, namun juga mengajari saya banyak hal. Jatuh bangun saya rasakan, dan itu banyak mengajarkan saya makna uang. Masuk semester 8 angkringan saya lumayan berkembang dan saya menyewa sebuah ruko, dan itu resiko besar yang saya ambil dan kesalahan yang membuat saya belajar dan mengajari saya kerasnya dunia bisnis. Dan sekarang saya bekerja di sebuah perusahaan korporat dan saya belajar bagaimana management dari sebuah perusahaan agar bisa angle, dan semoga nanti bisnis yang saya cita citakan bisa terwujud ketika saya sudah siap.",7 months ago,0,4,kuliah bisnis tekun semester 5 semester 9 wisuda buka angkring trotoar motor bantu hari ajar jatuh bangun rasa ajar makna uang masuk semester 8 angkring lumayan kembang sewa ruko resiko ambil salah ajar ajar keras dunia bisnis usaha korporat ajar management usaha angle moga bisnis cita cita wujud,0,Bukan PromosiJudi
@RogesTebuRMX,Aku terpaksa Jadi Pengusaha Kerna Gak ada lapangan kerja 😢😢,7 months ago,0,1,paksa usaha kerna gak lapang kerja,4,Promosi Judi
@rahmantv4139,buat sesederhana dan sehemat mungkin modalmu jika kamu ingin usahamu berkembang,7 months ago,0,0,sederhana hemat modal usaha kembang,4,Promosi Judi
@randasofyanbukeranda3194,"Bangun pagi itu tidak wajib,,tp sangat penting bagi mereka yang punya usaha dagang,,sales,,,,,karena jualan dari pagi sampai sore itu memungkinkan untuk mendapat omset yg lebih besar dari pada bangun siang lalu jualan dari siang sampai sore...begitulah kira2...",7 months ago,0,0,bangun pagi wajibtp usaha dagangsaleskarena jual pagi sore omset yg bangun siang jual siang sorebegitulah kira2,4,Promosi Judi
@supatmo1329,Salam shubuh.,7 months ago,0,0,salam shubuh,4,Promosi Judi
@adityprdna,Yes sir thank u 🫡,7 months ago,0,0,yes sir thank u,4,Promosi Judi
@RealSteveMoses,"@VSTHID percaya kata gw bro, smua orang di kelas menengah kebawah punya cita2 kononnya mau kaya terus membantu orang lain. Tapilu lupa, tanggungjawab lu apabila udah megang uang gede bakalan semakin besar juga. Bayar gaji karyawan setahun termasuk pajakan dan lain2, tolak itu ini. Lu mau bantu orang? Lah bisnes setahun aja terus tutup. Itu sebab kenapa TIDAK semua orang kaya akan “membantu” seenaknya orang lain, bahkan saudara sendiri juga.",6 months ago,0,0,vsthid percaya gw bro smua orang kelas tengah bawah cita2 konon kaya bantu orang tapilu lupa tanggungjawab lu udah megang uang gede bayar gaji karyawan tahun paja lain2 tolak lu bantu orang bisnes tahun aja tutup orang kaya bantu orang saudara,0,Bukan PromosiJudi
@andigamingchannel-j2l," @RealSteveMoses  menyisihkan sedikit uang kita untuk yg lebih membutuhkan apa salahnya ? bersedekah ,bentuk rasa syukur kita juga . sempit bgt pemikiran sma hatinya",6 months ago,0,0,realstevemoses sisih uang yg butuh salah sedekah bentuk syukur sempit bgt pikir sma hati,4,Promosi Judi
@andikcahayani2352,Seneng sama dokter tirta ini.,7 months ago,0,0,neng dokter tirta,4,Promosi Judi
@febriantorofiin5809,"A gak punya tabungan
B orang tua miskin
C gk kuliah
D anak pertama dengan 5 orang adik
( Generasi sandwich) Kerja gaji kecil buat mbantu ekonomi keluarga
Kurang apes apa saya jadi orang yg ingin jadi pebisnis?😂😂😂😂",7 months ago,0,1,a gak tabung b orang tua miskin c gk kuliah d anak 5 orang adik generasi sandwich kerja gaji mbantu ekonomi keluarga apes orang yg bisnis,0,Bukan PromosiJudi
@ardiykuntenk583,Dunia bisnis adalah tempatnya para petarung bro..siapin mental dulu kalo mau berbisnis 😊,7 months ago,0,0,dunia bisnis tempat tarung brosiapin mental kalo bisnis,4,Promosi Judi
@Julhand,"30 tahun lagi ""Dokter Tirta"" pasti akan menyesal mengatakan karena ""faktor Lucky"".",7 months ago,0,0,30 dokter tirta sesal faktor lucky,4,Promosi Judi
@DikaAndika29-jf5bm,Nyelamatin diri sendiri aja belum bisa mau nyelamatin orang lain deymmm,7 months ago,0,0,nyelamatin aja nyelamatin orang deymmm,4,Promosi Judi
@caniaazzahra7065,"Kenapa harus bisnis jadi youtober ajah murah ,asal punya ide bagus dan kebranian!!! youtober juga pengusaha jika sudah sukses",7 months ago,0,0,bisnis youtober ajah murah ide bagus kebranian youtober usaha sukses,4,Promosi Judi
@caniaazzahra7065,Apakah luck seseorang bisa diperhitungkan dengan akal manusia???,7 months ago,0,0,luck hitung akal manusia,4,Promosi Judi
@Reynaa01,"dr Tirta katanya benci motivator tapi anda sadar tidak? omongan anda sepenuhnya mengandung motivasi juga.

dan maaf seperti kebanyakan motivator lainnya disini masih ada bias otak.
yang menurut saya berbahaya dan tidak bisa diterima

Tapi masih worth it untuk ditonton karena ada daging yang dibahas cuma saya sarankan jangan 100% terima mentah-mentah tanpa berpikir kritis.
so, keputusan ada ditangan kalian yang baru mau nonton silahkan.

Saya hanya menyampaikan pendapat.",7 months ago,0,3,dr tirta benci motivator sadar omong sepenuh kandung motivasi maaf banyak motivator bias otak bahaya terima worth it tonton daging bahas saran 100 terima mentahmentah pikir kritis so putus tang nonton silah dapat,4,Promosi Judi
@shevia7,"""jangan di bodohi society""",7 months ago,0,0,bodoh society,4,Promosi Judi
@rahmadramadhannst1887,"Thanks Dr Tirta dan Malaka Project, sangat tertampar, tentu saya merenung dan Lumayan Ilmu gratisnya 😂",7 months ago,0,0,thanks dr tirta malaka project tampar renung lumayan ilmu gratis,4,Promosi Judi
@bimahendrawan2623,"IPK tidak ada karena SMA.
Generasi sandwich.
Tabungan 0
Semua itu terjadi pada 2016, baru lulus SMA.

Akhirnya bekerja di Warteg -> Ritel -> Staff -> Leader
Tabungan ada 2 digit lah
Kendaran ada
Rumah yang belum ada
Plan kuliah ada, karena infonya akan dipindah/promote.",7 months ago (edited),0,0,ipk sma generasi sandwich tabung 0 2016 lulus sma warteg ritel staff leader tabung 2 digit kendaran rumah plan kuliah info dipindahpromote,4,Promosi Judi
@civic-mo4n4,"""Bro 3,9 dulu IPK baru BACOT "" 🤌",7 months ago,0,1,bro 39 ipk bacot,4,Promosi Judi
@Raflinofriansyah,KEREN BANG,7 months ago,0,0,keren bang,4,Promosi Judi
@RizaGunturPrakoso,Bukalah bisnis yang kamu tahu seluk beluknya.,7 months ago,0,1,buka bisnis seluk beluk,4,Promosi Judi
@gzgamxng,15:40 😂,7 months ago,0,0,1540,4,Promosi Judi
@ferryagung3214,keren.. very good dok.. thanks,7 months ago,0,0,keren very good dok thanks,4,Promosi Judi
@zerosix7074,"20:51 🙏😭 Kapal USS Zumwalt pake tenaga listrik, Pak.",7 months ago,0,0,2051 kapal uss zumwalt pake tenaga listrik,4,Promosi Judi
@OZmotivasi,"Betul banget, saya tabungan gak ada + privillege sebatas seperti ketua RW, tapi ipk masih oke. Dan yaaahh,saya lulus kuliah langsung bisnis. Dari 2020 - 2025, but yaa setiap taun ada aja hal yang bikin bangkrut. Sekarang saldo di rekening 207ribu di tanggal 1 desember 2025. Setelah dipikir pikir saya belum kebentuk mental pengusaha + kurang privillege.",7 months ago,0,1,banget tabung gak privillege batas ketua rw ipk oke yaaahhsaya lulus kuliah langsung bisnis 2020 2025 but yaa taun aja bikin bangkrut saldo rekening 207ribu tanggal 1 desember 2025 pikir pikir bentuk mental usaha privillege,4,Promosi Judi
@sudut-d6g,"Teman gua ,belum lulus udah buka",7 months ago,0,0,teman gua lulus udah buka,4,Promosi Judi
@AHP29,Kapal uap  gak tuh..,7 months ago,0,0,kapal uap gak tuh,4,Promosi Judi
@muhamadrosyid9878,"Sumpah bang dari semua tontonan saya di YouTube,tontonan kaya gini yang saya cari,❤❤❤",7 months ago,0,0,sumpah bang tonton youtubetontonan kaya gin cari,4,Promosi Judi
@faispurba9083,"Ya karena uang, saya gak mau jadi miskin pak, apapun yg terjadi ya harus kuat pak.",7 months ago,0,0,ya uang gak miskin apa yg ya kuat,4,Promosi Judi
@GojouSatoruuu-fo4yx,"Dobble profesi is the best, orang kaya, kalau sdh kaya beli waktu, waktunya diluangkan untuk keluarganya",7 months ago (edited),0,0,dobble profesi is the best orang kaya sdh kaya beli luang keluarga,4,Promosi Judi
@amrizalofficial4777,Tour guide 😂😂😂,7 months ago,0,0,tour guide,4,Promosi Judi
@Lucuan-p7e,"Gw pilih jadi pengusaha karna gw pemalas, tidak disiplin, dan tidak mau di atur org",7 months ago,0,0,gw pilih usaha karna gw malas disiplin atur org,4,Promosi Judi
@asrimugilestari9207,"Dr .Tirta. .lebih realistis ....
Umur 25 saya belum.punya apa 2 lulus kuliah kerja ..mbatu orang tua.......
Jln keluar yg saya ambil nikah dengan org mapan..
Alhamdulillah ..sekarang tidak.kaya saya merasa lebih dari cukup.
Anak.2 bisa sekolah.di TMP
Yg baik......",7 months ago,0,0,dr tirta realistis umur 25 belumpunya 2 lulus kuliah kerja mbatu orang tua jln yg ambil nikah org mapan alhamdulillah tidakkaya anak2 sekolahdi tmp yg,1,Bukan PromosiJudi
@kalv3r150,"Terima kasih untuk materi berisi secara gratis ini Dr. Tirta dan teman-teman Malaka Project
Saya sebagai seorang yang awam dan dari latar belakang keilmuan saintek sangat tidak familiar dengan bagaimana dan apa itu bisnis, saya juga sudah beberapa kali diskusi dengan beberapa teman yg pernah berusaha dan berbisnis dan lumayan mendapatkan banyak ilmu 
Sebagai seorang dari latar belakang saintek saya dan dari keluarga menegah ke bawah saya sangat sulit dalam mendapatkan jaringan maupun pengetahuan berbisnis secara mendalam 
Saya banyak terlibat dalam kajian isu lingkungan baik project maupun kajian serta saat ini Indonesia yg lumayan mendorong umkm dan bisnis yang memiliki fokus Zero waste, akan tetapi pada realitanya tertampar di lapangan.",7 months ago,0,0,terima kasih materi isi gratis dr tirta temanteman malaka project awam latar ilmu saintek familiar bisnis kali diskusi teman yg usaha bisnis lumayan ilmu latar saintek keluarga tegah sulit jaring tahu bisnis dalam libat kaji isu lingkung project kaji indonesia yg lumayan dorong umkm bisnis milik fokus zero waste realitanya tampar lapang,1,Bukan PromosiJudi
@netpropertidotcom,"dokter paling Kocakk iki😅😅 super pinter tenanan.. mana wajahnya mirip aktor kungfu Donnie Yen,, hahahah",7 months ago (edited),0,0,dokter kocakk iki super pinter tenanan wajah aktor kungfu donnie yen hahahah,4,Promosi Judi
@mhasyim13,Kuliah 4 tahun adalah Pengangguran yang bergaya😂,7 months ago,0,0,kuliah 4 anggur gaya,4,Promosi Judi
@UbaiBaiquni,"Dari sy singkat saja, kasian bgt liverpool.",7 months ago,0,0,sy singkat kasi bgt liverpool,4,Promosi Judi
@Aidilaja0909,PASTI BANYAK YANG TERTAMPAR 😂😂,7 months ago,0,0,tampar,4,Promosi Judi
@yowaimo9300,Makasih dok sudah membuka pikiran anak yg nyentuh kepala 2 in dok❤🔥,7 months ago,0,0,makasih dok buka pikir anak yg nyentuh kepala 2 in dok,4,Promosi Judi
@clipbyzaa,"bisa cocok gitu ya gua ipk bagus, pengalaman kerja ada, tp gada privilege sama finansial",7 months ago,0,0,cocok gitu ya gua ipk bagus alam kerja tp gada privilege finansial,4,Promosi Judi
@halamancuan,saya ingin jadi pengusaha dan bisa menghasilkan banyak uang senantiasa bersedekah lalau mati dengan keadaan khusnul khotimah,7 months ago,0,0,usaha hasil uang senantiasa sedekah lalau mati khusnul khotimah,4,Promosi Judi
@JERESSTUDIO,"Solusinya, bergeraklah",7 months ago,0,0,solusi gerak,4,Promosi Judi
@yosepmukti1,"Yugi vs raphael, kartu raphael sangat bagus tetap yugi menang karena kartu yugi tidak dikocok #trivia",7 months ago,0,1,yugi vs raphael kartu raphael bagus yugi menang kartu yugi kocok trivia,4,Promosi Judi
@yosepmukti1,"#trivia yuki judai bertemu nyawa yami yugi dan diberi winged kuriboh
Yuki judai dibawa yami yugi ke masa lalu untuk duel #trivia
Yugi vs raphael, kartu raphael sangat bagus tetap yugi menang karena kartu yugi tidak dikocok #trivia 

#trivia apa yang terjadi kalau marik tidak menyerah dan I end my turn? Semua kartu di tangan sudah habis, semua kartu di arena habis. Kemudian yugi draw dan menyerang marik secara langsung. 

Yuki judai vs yubel yuki judai fusion dengan yubel padahal dilarang dalam game #trivia
Fungai magical hat di anime beda dengan yang di permainan asli",7 months ago,0,1,trivia yuk judai temu nyawa yami yugi winged kuriboh yuk judai bawa yami yugi duel trivia yugi vs raphael kartu raphael bagus yugi menang kartu yugi kocok trivia trivia marik serah i end my turn kartu tangan habis kartu arena habis yugi draw serang marik langsung yuk judai vs yubel yuk judai fusion yubel larang game trivia fungai magical hat anime beda main asli,4,Promosi Judi
@Cocobobo506,18:36 Lucu,7 months ago,0,0,1836 lucu,4,Promosi Judi
@marikunsszzz,"mvp di dunia nyata untuk ryan, respect, kebaikan dan cinta selalu ada di hati, tapi pikiranlah yg membuat menjadi jahat",7 months ago,0,0,mvp dunia nyata ryan respect baik cinta hati pikir yg jahat,4,Promosi Judi
@thisisit5719,"Semenjak dengerin dokdes skrg berpikir lebih realistis,, ngeliat judul ini emang betul,, dlu sering keracunan kata2 motivator,, skrg latihan otak rasional gk sering2 dibajak otak emosional.. spy bs berpikir jangka panjang dr setiap perkataan & tindakan",7 months ago,0,0,semenjak dengerin dokdes skrg pikir realistis ngeliat judul emang dlu racun kata2 motivator skrg latih otak rasional gk sering2 bajak otak emosional spy bs pikir jangka dr kata tindak,4,Promosi Judi
@davidklementius9739,"Dulu mau buka usaha biar bisa atur waktu sendiri, plus buka lapangan kerja buat orang. Tapi nyatanya pas coba running kedai 6bulan +3bulan RND ternyata ya 24/7 setiap hari harus stby. Selain itu kita belom bisa buka lapagan kerja buat orang karna budget yang kita itung di awal ga inc gaji, beruntungnya kita di bulan ke 2 kita tinggal muterin aja duit dari hasiil jualan ga perlu tambah modal lagi... 

modal yang kita keluarin ga besar karna baru bener bener lulus kuliah saat itu",7 months ago,0,1,buka usaha biar atur plus buka lapang kerja orang pas coba running kedai 6bulan 3bulan rnd ya 247 stby bom buka lapagan kerja orang karna budget itung ga inc gaji untung 2 tinggal muterin aja duit hasiil jual ga modal modal keluarin ga karna bener bener lulus kuliah,0,Bukan PromosiJudi
@miaww5291,"Jadilah apa adanya dan realistis adalah hal yang sekarang lagi aku hadapi. Banyak kenyataan pahit liat temen punya banyak privilege, selama aku ga punya apa-apa. Ditambah aku merasa hidupku terlalu suci karena banyak menolak hal-hal yang ga sesuai sama idealisme ku seperti masuk kerja lewat orang dalam. 

Semasa kuliah, mungkin ini jahat tapi bener yang dikatakan diakhir tadi karena jujur bersyukur ada covid jadi bisa ambil part time dengan lebih tenang. Punya pengalaman kerja, meskipun sampe sekarang masih belum ke pake karena akhirnya freelance dibidang yang jauh berbeda dari jurusan. Tapi setidaknya aku jadi tau aku ga mulai dari nol dan aku masih ada nilainya meskipun cuma 1 kalo dibandingin sama temen-temen yang lain. 

Realita itu pahit rasanya, bertahan itu sulit apalagi dikondisi yang seperti ini. Berharap ada orang lain yang nolong pun ga mungkin, karena kita cuma sendiri cuma punya nilai yang 1 itu dan harus bertahan supaya bisa dapet poin 3 😭",7 months ago,0,0,realistis hadap nyata pahit liat temen privilege ga apaapa tambah hidup suci tolak halhal ga sesuai idealisme ku masuk kerja orang kuliah jahat bener akhir jujur syukur covid ambil part time tenang alam kerja sampe pake freelance bidang beda jurus tau ga nol nilai 1 kalo dibandingin tementemen realita pahit tahan sulit kondisi harap orang nolong ga nilai 1 tahan dapet poin 3,0,Bukan PromosiJudi
@IzzulMuskaMuhammad,"13:32 ""Takdir boss""",7 months ago (edited),0,0,1332 takdir boss,4,Promosi Judi
@hendri-t4l,"dulu sy bekerja selama 15th, kenapa bisa lama bekerja ditempat yg sama? karena masuk dalam zona nyaman, singkat cerita sy mendengar movifasi yg mengatakan "" kamu tidak akan berkembang kalau kamu terus2san di zona nyaman,,,,' pada akhirnya sy berhenti bekerja & mencoba usaha karena sering mendengar motivasi tentang pengusaha sukses, setelah sy menjalaninya ternyata tidak semudah apa yg disampaikan oleh motivator, sy hanya bertahan di usaha yg saya jalani 5bln, dari semua yg sudah sy jalani saya mendapatkan pelajaran yg penting, "" kegagalan bukan akhir tetapi awal kita naik level"" sekarang sy mulai bekerja sambil buka usaha yg modal kecil dan minim resiko.",7 months ago,1,2,sy 15th tempat yg masuk zona nyaman singkat cerita sy dengar movifasi yg kembang terus2san zona nyaman sy henti coba usaha dengar motivasi usaha sukses sy jalan mudah yg motivator sy tahan usaha yg jalan 5bln yg sy jalan ajar yg gagal level sy buka usaha yg modal minim resiko,1,Bukan PromosiJudi
@slurpygaming.5677,GOKS.. DOK.... :elbowcough:,7 months ago,0,0,goks dok elbowcough,4,Promosi Judi
@matahatimalaikatasgruuwsen,"Makasih ilmu nya dok ,saya sedikit dapat pecerahan.
Saya termasuk orang yang yang tidak punya 3 hal yang dokter bilang ,boro-boro kuliah, smp aja kejar paket nembak, emang gokil ni hidup😂😂😂
Dan rasa nya memang gilaaa hampir mau mati ni otak rasanya. Tapi berjalan nya waktu dengan sekiyan banyak pederitaan ahirnya saya agak mending 😂😂
Saya sudah nikah dan punya 2 anak , saya nikah di umur 23thn.
Dan sekarang saya sudah 30thn.
Tapi saya punya keyakinan sebentar lagi sedikit lagi semua masalah saya slama ini akan lepas.
Berjalannya waktu Sekarang saya sudah buka warung dan berjalan 5thn alhamdulilah mulai tertata ni hidup.
Dan sedikit cerita saya bukan warung dulu bukan modal dari 0. tapi minusss (-) 😂😂😂 karna utang bang, dan jaminan sertifikat orang tuwa  rasanya mau mati dulu pas mau angsuran karna saya buka warung pas korono emang gilaa 😂😂😂 punya 2 anak istri usaha merintis,utang , pluss corona apa gak lengkap itu penderitaan. Ijazah gak punya. Tapi saya punya satu dok, mental yang agak gila 😂😂😂 kelak 5thn lagi jikala tuhan menghendaki dan tujuan ahir saya tercapi mohon di undang di potkes ini ya dok biar saya berbagi cerita . Semoga saja 5-6thn lagi saya jadi orang yang berguna dan sukses dok , kaya dokter. Trimakasih 😊",7 months ago,0,0,makasih ilmu nya dok pecerahan orang 3 dokter bilang boroboro kuliah smp aja kejar paket nembak emang gokil ni hidup nya gilaaa mati ni otak jalan nya sekiyan pederitaan ahirnya mending nikah 2 anak nikah umur 23thn 30thn yakin sebentar slama lepas jalan buka warung jalan 5thn alhamdulilah tata ni hidup cerita warung modal 0 minusss karna utang bang jamin sertifikat orang tuwa mati pas angsur karna buka warung pas korono emang gilaa 2 anak istri usaha merintisutang pluss corona gak lengkap derita ijazah gak dok mental gila kelak 5thn jikala tuhan tuju ahir cap mohon undang potkes ya dok biar bagi cerita moga 56thn orang guna sukses dok kaya dokter trimakasih,0,Bukan PromosiJudi
@petrusbayu1896,"gateli, bener kabeh omongan e 😂😅",7 months ago,0,1,gateli bener kabeh omong e,4,Promosi Judi
@yuheng5184,"23:48 gw nonton jam 12 malam, lucu lagi wkwkwk",7 months ago,0,2,2348 gw nonton jam 12 malam lucu wkwkwk,4,Promosi Judi
@seanwars1884,"Dok saya duda di tingal selingkuh ma istri saya, saya kerja jualan kecil""an punya tabungan 30jt,bingung mau ngembangin bisnis jujur saja aku dendam karena aku di tinggalkn PD waktu terpuruk""nya KRNA dulu aku terlalu percaya mempercayakan uang ku ke dia, dia boros prwatan Mulu macam LC, baju yg value nya GK ada setelah duda aku punya tabungan 30jt, dan motor buat operasional kerja sementara dia balikan ma mantan nya,  bpknya anaknya aku dulu terkena depresi curhat ke dokter Tirta juga di cnel Cipeng / apa gitu klo gk slah ttng mental health Alhamdulillah puli sekrng aku ingin memperbaiki ekonomi, fisik, dan spritual ku dok 🙏",7 months ago,0,0,dok duda tingal selingkuh ma istri kerja jual kecil tabung 30jtbingung ngembangin bisnis jujur dendam tinggalkn pd puruk krna percaya percaya uang ku boros prwatan mulu lc baju yg value nya gk duda tabung 30jt motor operasional kerja balik ma mantan nya bpknya anak kena depresi curhat dokter tirta cnel cipeng gitu klo gk slah ttng mental health alhamdulillah pul sekrng baik ekonomi fisik spritual ku dok,1,Bukan PromosiJudi
@muhammadrahul8767,👍,7 months ago,0,0,,4,Promosi Judi
@severus-samma,18:09 Cok dok dok! 😂,7 months ago,0,0,1809 cok dok dok,4,Promosi Judi
@rifqiaf3299,Endingnya untungnya gw fans city 😂 makasih dok ilmunya,7 months ago,0,0,endingnya untung gw fans city makasih dok ilmu,4,Promosi Judi
@achmadramdhan3629,Pas buka kacamata mirip IpMan ya,7 months ago,0,0,pas buka kacamata ipman ya,4,Promosi Judi
@jiffypangestu1688,"Saya 4 tahun menjalankan usaha toko dan bisa terus berjalan. Previllegenya toko yang saya bangun ada di tanah yang diberikan oleh orangtua. 

Keuntungannya saya tidak perlu banyar sewa bulanan atau bayar cicilan ruko. 

Pusing cuma pengadaan stock barang dan penjualan stock barang.",7 months ago,1,1,4 jalan usaha toko jalan previllegenya toko bangun tanah orangtua untung banyar sewa bulan bayar cicil ruko pusing ada stock barang jual stock barang,4,Promosi Judi
@AnnanFadholi,"hla aku kuliah mung dipekso wong tuo, meh teteg ragelem kuliah mah digebok",7 months ago,0,0,hla kuliah mung dipekso tuo meh teteg ragelem kuliah mah gebok,4,Promosi Judi
@EmpusLucu,"Alhamdulillah saya kerja sejak lulus SMA mulai dari kuli bangunan sampai sekarang (umur 29) meniti karir kerja kantoran, tanpa ijazah S1. Beberapa kali pindah kantor dengan ijazah SMA untuk posisi level Senior/SPV. Bersyukur perusahaan yang saya lamar tidak terlalu mempermasalahkan ijazah, tapi lebih ke skill dan pengalaman. Sekarang lagi merintis bisnis, kalau profit udah 10x gaji saya baru berani resign. 

Mental saya benar benar diuji saat bekerja dengan orang, sekaligus ambil ilmu marketing, keuangan, distribusi, dll dari berbagai kantor dan industri. 

Jangan patah semangat. Masa depan gak ada yg tau tapi yang pasti masa depan di tangan sendiri dan tuhan. Saya gak pernah membayangkan dulu saya angkut angkut barang dari truk, panas panasan, sekarang saya duduk tenang ngantor pake ac. Yang penting banyak belajar dan cari peluang. 

Semangat untuk kalian para pejuang pujaan hati dan keluarga. Semoga kita semua dipermudah oleh Tuhan YME. Aamiin",7 months ago,9,313,alhamdulillah kerja lulus sma kuli bangun umur 29 titi karir kerja kantor ijazah s1 kali pindah kantor ijazah sma posisi level seniorspv syukur usaha lamar masalah ijazah skill alam rintis bisnis profit udah 10x gaji berani resign mental uji orang ambil ilmu marketing uang distribusi dll kantor industri patah semangat gak yg tau tangan tuhan gak bayang angkut angkut barang truk panas panas duduk tenang ngantor pake ac ajar cari peluang semangat juang puja hati keluarga moga mudah tuhan yme aamiin,0,Bukan PromosiJudi
@dunialain1990,Serasa tertampar... Kita hanya terbuai dgn kata2 motivator...,7 months ago,0,0,serasa tampar buai dgn kata2 motivator,4,Promosi Judi
@masagab,dari pov gua gak selamanya kita di pake terus buat kerja dan ga selamanya kita kerja terus sama orang lain,7 months ago,0,0,pov gua gak pake kerja ga kerja orang,4,Promosi Judi
@muhammadirsyadi4433,I have no privilege at all😢,7 months ago,0,0,i have no privilege at all,4,Promosi Judi
@ZULFATNUR17,"Saya pengen jadi pengusaha,karena saya tidak mau diatur orang lagi...sekecil apa pun,usaha saya i'am the boss..",7 months ago,0,0,ken pengusahakarena atur orang lagisekecil punusaha iam the boss,4,Promosi Judi
@jiffypangestu1688,Kalau bisnis masih kecil jangan nikah. Kecuali orangtuamu kaya atau mertuamu memang kaya. 😂,7 months ago,0,0,bisnis nikah kecuali orangtuamu kaya mertua kaya,4,Promosi Judi
@thisisit5719,"Iyes,,, padahal zona nyaman itu penting, artinya nyaman dlm hidup. Ketika sdh nyaman, sdh terpenuhi kebutuhan sdh cukup ketimbang ambil risiko yang potensi kegagalannya jauh lebih tinggi.. Tp motivator bilang seolah zona nyaman tdk ada tantangan,,",7 months ago,0,1,iyes zona nyaman nyaman dlm hidup sdh nyaman sdh penuh butuh sdh ketimbang ambil risiko potensi gagal tp motivator bilang zona nyaman tdk tantang,4,Promosi Judi
@yeahyeah88,Keren🙌🏻 dari tulisan saja sudah menunjukan kualitasnya Anda.,3 months ago,0,7,keren tulis tunjuk kualitas,4,Promosi Judi
@Gasulore,"Saya lulusan baru 2026 sekarang saya kerja berat di pasar, mulai dari jam 2 pagi beres jam 2 siang. Sekarang saya lagi nyari pengalaman dan ilmu dulu, dan kedepannya juga gatau mau seperti apa. Kasih saran dan masukannya dong, saya pengen belajar bisnis juga",1 month ago,0,2,lulus 2026 kerja berat pasar jam 2 pagi beres jam 2 siang nyari alam ilmu depan gatau kasih saran masuk ken ajar bisnis,4,Promosi Judi
@warganetbudiman8597,Ikut seneng bang,3 months ago,0,0,neng bang,4,Promosi Judi
@himajna157," @EmpusLucu  aamiin, ikut bangga bang",3 months ago,0,0,empuslucu aamiin bangga bang,4,Promosi Judi
@Tacprazz03,aku lagi di jalan yang sama senior heheh,2 months ago,0,0,jalan senior heheh,4,Promosi Judi
@GoogleAkun-u3i,mas mau minta saran gw udah mau lulus smp dan bingung smk atau sma tujuan nya tu smk karna gw tu masi pengen kuliah tetep bisa ga ya lulusan smk masuk kuliah,2 months ago,0,0,mas saran gw udah lulus smp bingung smk sma tuju nya tu smk karna gw tu mas ken kuliah tetep ga ya lulus smk masuk kuliah,4,Promosi Judi
@EmpusLucu,​ @GoogleAkun-u3i SMA SMK sama aja punya kesempatan yg sama tapi kalo setelah lulus mau kerja sambil kuliah mending ambil smk,2 months ago,0,2,googleakunu3i sma smk aja sempat yg kalo lulus kerja kuliah mending ambil smk,4,Promosi Judi
@HilmanoPuttafika," @EmpusLucu  bang kalo berkenan gw cari ilmu dari abang, bisa drop sosmed yang bisa dihubungin bang 🙏",1 month ago,0,0,empuslucu bang kalo kenan gw cari ilmu abang drop sosmed dihubungin bang,4,Promosi Judi
@erillasetyakharismawanti1073,"Keren, daging semua🤍",7 months ago,0,0,keren daging,4,Promosi Judi
@quotespro1,WKWKW PENG PENG MENIT 9,7 months ago,0,0,wkwkw peng peng menit 9,4,Promosi Judi
@as_04393,Dokter Tirta pinter+biso ngelawak,7 months ago,0,0,dokter tirta pinterbiso ngelawak,4,Promosi Judi
@rikarahmawati7446,orang boyolali terpanggil,7 months ago,0,0,orang boyolali panggil,4,Promosi Judi
@bambank995,Tattoan malem2 lari2...maliiing😂😂,7 months ago,0,0,tattoan malem2 lari2maliiing,4,Promosi Judi
@abiradiamond2875,"23:49 jokes bapack bapack
29:37 keselek",7 months ago,0,0,2349 jokes bapack bapack 2937 keselek,4,Promosi Judi
@parkkwonthol,"inget ya temen2, privilege, tabungan, sama IPK itu buat safety net, atau manajemen resiko lah, kalo kalian ketiga2nya gak punya tapi masih mau gaspoll bisnis ya silahkan, keputusan ada ditangan kalian, video ini bukan berarti dokter tirta itu ngedikte atau mungkin ngelarang untuk kalian2 yang mau punya bisnis meskipun kalian gak punya ketiga hal yang udah doi sebut diatas",7 months ago,0,3,inget ya temen2 privilege tabung ipk safety net manajemen resiko kalo ketiga2nya gak gaspoll bisnis ya silah putus tang video dokter tirta ngedikte ngelarang kalian2 bisnis gak tiga udah doi atas,4,Promosi Judi
@swknowledge847,semua sedang mengusahakan luck itu.... wait and see the moment... ambil resiko dan BOOM !!,7 months ago,0,0,usaha luck wait and see the moment ambil resiko boom,4,Promosi Judi
@dimasmuhammad5671,Mimpi mimpi struk 😂😂😂😂 relate sama kehidupan,7 months ago,0,0,mimpi mimpi struk relate hidup,4,Promosi Judi
